url,final_url,name,description,category,subcategory,image_url,image_source,page_title,meta_description,http_status,status,error,llm_provider
https://www.economy.com,https://www.economy.com,Moody's Analytics,"Moody's Analytics is a trusted provider of global economic analysis, data, forecasts, scenarios, models, and advisory services. Their offerings are designed to help businesses and financial institutions make informed investment and lending decisions in a changing market. They provide extensive economic research and analytical tools to support strategic planning and risk management.",Econometrics,Forecasts,https://www.economy.com/Client-Assets/images/favicon.ico,favicon,"Moody's Analytics | Global Economic Analysis, Data, Forecasts and Scenarios.","Trusted provider of global economic analysis, data, forecasts, scenarios, models and advisory services.",200,ok,,openai
https://www.mrisoftware.com,https://www.mrisoftware.com,MRI Software,"MRI Software offers innovative technology solutions tailored for real estate owners, operators, and occupiers. Their platform enhances property management, financial operations, and tenant engagement, making it easier for clients to manage multifamily, commercial, and affordable housing properties. With a focus on data-driven decision-making, MRI Software aims to transform the way communities live, work, and play.",Real Estate,Property Management,https://www.mrisoftware.com/wp-content/uploads/2020/11/MRI_Logo_RGB.png,og,MRI Software: Real Estate Solutions for Innovators,"MRI Software offers innovative, open and connected technology for real estate owners, operators & occupiers. Transforming the way communities live, work & play.",200,ok,,openai
https://www.msci.com,https://www.msci.com,MSCI Real Assets,"MSCI Real Assets provides data, analytics, and technology solutions tailored for investment decisions in private assets, wealth management, and sustainability. Their offerings include comprehensive insights into real estate investments, helping institutional investors and asset managers navigate the complexities of the market.",Real Estate,Commercial,https://www.msci.com/_next/static/media/apple-touch-icon.c2c8d0a3.png,og,Bringing clarity to investment decisions | MSCI,"We offer data, analytics and technology designed to help you meet private asset, wealth management, sustainability, index and risk management goals.",200,ok,,openai
https://www.studentclearinghouse.org,https://www.studentclearinghouse.org,National Student Clearinghouse,"The National Student Clearinghouse provides trusted, authenticated, and secure education data insights. Their services include verification, data exchange, and compliance solutions designed to help educational institutions, businesses, and policymakers make informed decisions based on accurate student data. With a focus on improving learner outcomes, they offer tools for enrollment verification and transcript processing.",People,Education & Skills,https://www.studentclearinghouse.org/wp-content/uploads/2021/07/cropped-nscsiteicon-32x32.png,favicon,National Student Clearinghouse |,"The National Student Clearinghouse is the source for trusted, authenticated, and secure education data insights. Our unique verification, data exchange, and compliance services help institutions maximize time, resources, and knowledge. We power the future of education by providing educators, learners, businesses, and policymakers with the right data for the right use at the right time.",200,ok,,openai
https://www.near.com,https://near.com/,Near,"Near is a multichain DeFi platform that enables users to trade and access yield across over 35 blockchain networks from a single account. It offers a seamless experience with features like confidential transactions, peer-to-peer trading, and AI-assisted financial management. Ideal for individuals and businesses looking for efficient and secure onchain financial solutions.",Technology,Software,https://near.com/favicons/og-image.png,og,Your Multichain DeFi Hub,"The premier platform for cross-chain liquidity and trading. Experience efficient, secure, and transparent trades across multiple blockchains.",200,ok,,openai
https://www.nmrk.com,https://www.nmrk.com,,,,,,none,,,403,fetch_failed,HTTP 403,openai
https://nielseniq.com,https://nielseniq.com/global/en/,NielsenIQ,"NielsenIQ offers comprehensive market research and consumer insights that help businesses understand consumer behavior and adapt their strategies accordingly. Their data-driven solutions are designed for companies across various industries, providing insights into market measurement, consumer behavior, and innovation. With a focus on AI and automation, NielsenIQ empowers businesses to make informed decisions based on accurate and robust data.",Business,Small & Medium Enterprises,https://nielseniq.com/wp-content/uploads/sites/4/2023/03/meta-image-new-brand.png,og,NIQ - The Full View™ of Consumer Intelligence,Identify your next big move with the world's most comprehensive market research and consumer insights.,200,ok,,openai
https://www.ookla.com,https://www.ookla.com,Ookla,"Ookla provides comprehensive network intelligence and connectivity insights designed to optimize networks and enhance digital experiences. Their services cater to a wide range of users, including consumers, businesses, operators, and governments, helping them make informed decisions based on reliable data. With tools like Speedtest and Downdetector, Ookla empowers users to monitor network performance and resolve connectivity issues effectively.",Technology,Software,https://www.ookla.com/s/media/2022/01/OG_image_ookla.png,og,Ookla® | Unmatched network and connectivity insights,"Use Ookla’s comprehensive network intelligence and connectivity insights to help you optimize networks, enhance digital experiences, and drive better connectivity outcomes. Explore solutions for consumers, operators, businesses, non-profits, and more.",200,ok,,openai
https://omdia.tech.informa.com,https://omdia.tech.informa.com,,,,,,none,,,403,fetch_failed,HTTP 403,openai
https://www.opensignal.com,https://www.opensignal.com,Opensignal,"Opensignal is a leading global provider of independent insights into mobile and broadband network experiences. Their solutions are designed for network operators, regulators, and financial analysts, offering detailed analytics on user connectivity and market performance. By leveraging unique data collection methods, Opensignal helps clients improve their services and understand consumer behavior in a competitive landscape.",Technology,Telecommunications,https://www.opensignal.com/hubfs/Favicon.png,favicon,Insights that connect you to success | Opensignal,Opensignal is the leading global provider of independent insights into network experience and market performance.,200,ok,,openai
https://www.oxfordeconomics.com,https://www.oxfordeconomics.com,Oxford Economics,"Oxford Economics is a leading global economic advisory firm that provides data-driven insights, forecasting, and analysis to help organizations navigate complex economic landscapes. Their services are designed for businesses and investors looking to make informed decisions, anticipate changes, and drive growth in various sectors, including real estate, finance, and manufacturing.",Econometrics,Forecasts,https://www.oxfordeconomics.com/wp-content/uploads/2022/08/logo-Copy-1.png,og,Global Economic Forecasting & Advisory | Oxford Economics,"Discover Oxford Economics, your leading partner in economic forecasting, offering insights into global markets and economic trends.",200,ok,,openai
https://pitchbook.com,https://pitchbook.com,,,,,,none,,,403,fetch_failed,HTTP 403,openai
https://www.placer.ai,https://www.placer.ai,Placer.ai,"Placer.ai offers location intelligence and foot traffic data solutions designed to help businesses make informed real estate decisions. Their platform provides insights into consumer behavior, enabling users to optimize store performance and drive economic growth across various sectors, including retail and commercial real estate.",Real Estate,Commercial,https://cdn.prod.website-files.com/62d4feaf5d3ddb3f0f9c5515/637f4a04d5363544e005d5a6_Product-Image-Copy-2.png,og,Location Intelligence & Foot Traffic Data Software – Placer.ai,Make smarter real estate decisions and close more deals with Placer.ai's location intelligence and foot traffic insights.,200,ok,,openai
https://www.precisely.com,https://www.precisely.com,Precisely,"Precisely offers a comprehensive suite of data integrity solutions designed to empower businesses to make confident decisions based on trusted data. Their services include APIs, location intelligence, and data enrichment, catering to various industries such as healthcare, finance, and retail. With a focus on AI readiness, Precisely ensures that enterprise data is accurate, complete, and actionable.",Technology,Software,https://www.precisely.com/wp-content/uploads/2023/08/ps-history-rebrand-precisely.jpg,og,Precisely: Agentic-Ready Data - Where Enterprise AI Meets ROI,"Join 12,000 companies in 100 countries that trust their data to Precisely -- including 95 of the Fortune 100 -- for Agentic-Ready Data.",200,ok,,openai
https://www.realpage.com,https://www.realpage.com,RealPage,"RealPage offers a comprehensive software platform designed for multifamily property management, unifying operations, leasing, resident experience, and analytics. Their solutions cater to property managers and owners, helping them maximize efficiency and enhance decision-making across their portfolios.",Real Estate,Property Management,https://s.realpage.com/dist/site/static/social-default-cover/RealPage-Generic-Cover.jpg,og,RealPage Software for Multifamily Property Management,"RealPage unifies property management operations, leasing, resident experience, analytics, and AI workflows across multifamily portfolios.",200,ok,,openai
https://regrid.com,https://regrid.com,Regrid,"Regrid offers comprehensive parcel data with boundaries, buildings, addresses, and geographic enrichments across the U.S. and Canada. Their platform is designed for professionals in architecture, engineering, construction, and real estate, providing essential data for informed decision-making. With a focus on delivering data through APIs and applications, Regrid simplifies the sourcing and maintenance of land data for various industries.",Real Estate,Land,https://regrid.com/hubfs/REGRID_1024x1024_app_icon-11.png,favicon,Regrid: Parcel Data for the U.S. & Canada,Regrid offers authoritative parcel data with boundaries across the U.S. and Canada. Access government-sourced land data for confident decision-making.,200,ok,,openai
https://www.reonomy.com,https://www.reonomy.com,Reonomy,"Reonomy is a commercial real estate data platform designed for commercial real estate professionals and service providers. It uncovers the real owners behind properties, even when they are hidden behind LLCs, and provides access to a comprehensive dataset of over 54 million U.S. commercial properties. Users can source off-market deals, analyze ownership structures, and leverage predictive analytics to identify properties likely to sell.",Real Estate,Commercial,https://images.ctfassets.net/8jgyidtgyr4v/4nZtXpRt94sxp0HsOzngPf/a7aded80b4290e81303c6874e41ebb91/Solutions-Reonomy-Hero-900x650.png,og,Reonomy | Commercial Real Estate Data & Property Owner Lookup,The commercial real estate data platform that uncovers the real owners hidden behind shell LLCs across 54M+ U.S. properties. Source off-market deals in one place.,200,ok,,openai
https://www.safegraph.com,https://www.safegraph.com,SafeGraph,"SafeGraph provides comprehensive and frequently updated point of interest (POI) data that covers millions of real-world locations globally. Their platform is designed for businesses in various sectors, including retail, financial services, and software, enabling them to make informed decisions through accurate location analytics and insights. With a focus on data quality and real-world applicability, SafeGraph supports site selection, market analysis, and competitive benchmarking.",Technology,Software,https://www.safegraph.com/wp-content/uploads/2022/03/622b8beb18621aa194915982_alt-logo-dark-3.png,og,SafeGraph | The Industry's Most Trusted Places Data Platform,"Power your business with accurate, trusted global location data. SafeGraph's platform drives smarter mapping, analytics, and site selection worldwide.",200,ok,,openai
https://www.spglobal.com/commodityinsights,https://www.spglobal.com/commodityinsights,,,,,,none,,,403,fetch_failed,HTTP 403,openai
https://www.spglobal.com/marketintelligence,https://www.spglobal.com/marketintelligence,,,,,,none,,,403,fetch_failed,HTTP 403,openai
https://www.spectus.ai,https://cuebiq.com/,Cuebiq,"Cuebiq is a leading provider of location intelligence, offering tools for footfall measurement and audience targeting. Their services are designed for brands, agencies, and researchers to understand real-world movement and consumer behavior. With a focus on privacy and ethical data sourcing, Cuebiq enables clients to make informed marketing decisions based on accurate location data.",Technology,Software,https://cuebiq.com/apple-touch-icon.png,favicon,"Location Intelligence for Brands, Agencies & Research","Cuebiq delivers powerful location intelligence for brands, agencies, and researchers—featuring footfall measurement, audiences, and custom data solutions.",200,ok,,openai
https://www.stackline.com,https://www.stackline.com,Stackline,"Stackline is a retail growth platform that helps brands enhance their sales across various channels, including online marketplaces and retail stores. By leveraging AI-driven insights and data analytics, Stackline empowers brands to understand market dynamics, optimize advertising strategies, and improve customer engagement. Their services are designed for consumer brands looking to unify their commerce strategies and drive growth.",Business,Retail & E-commerce,https://cdn.prod.website-files.com/6809698c0597c9d490910c86/6862abef639bd9b18edd8aa8_Stackline%20Graphic.svg,og,Stackline - Retail Growth Platform,"Stackline is fueling the future of commerce by bringing brands and customers closer together. Stackline tools and teams help leading brands sell products across an ecosystem spanning online marketplaces, retail stores, social media, and direct-to-consumer.",200,ok,,openai
https://steppingblocks.com,https://www.steppingblocks.com/,Steppingblocks,"Steppingblocks offers data-driven tools designed to enhance student success and institutional research. Their services provide access to insights on workforce and education outcomes for over 150 million professionals, making it ideal for career services, alumni relations, and institutional research teams. By leveraging advanced analytics, institutions can track alumni outcomes and improve the value of their degree programs.",People,Education & Skills,https://www.steppingblocks.com/hubfs/Steppingblocks%20Data-Driven%20Tools%20for%20Institutional%20and%20Student%20Success.jpg,og,Steppingblocks | Data-Driven Tools for Student Success,Access workforce and education outcome insights on over 150 million professionals. Track your alumni outcomes with confidence.,200,ok,,openai
https://www.streetlightdata.com,https://www.streetlightdata.com,StreetLight Data,"StreetLight Data provides comprehensive transportation data solutions that help businesses, governments, and researchers gain actionable insights into mobility patterns. Their services include traffic analysis, demand forecasting, and infrastructure optimization, making it easier to make informed decisions regarding transportation planning and management.",Infrastructure,Transport,https://www.streetlightdata.com/wp-content/uploads/2025/01/Facebook-LinkedIn-1-1024x538.png,og,Transportation Data Solutions | StreetLight Data,"Gain actionable insights into transportation patterns with our transportation data solutions. Measure mobility, optimize infrastructure, and more.",200,ok,,openai
https://www.techinsights.com,https://www.techinsights.com,TechInsights,"TechInsights is a leading information platform for the semiconductor industry, providing in-depth technical analysis, market intelligence, and strategic insights. Their services are designed for professionals in R&D, product strategy, finance, and procurement, helping them make informed decisions and drive innovation in semiconductor technologies.",Technology,Semiconductors,https://www.techinsights.com/themes/custom/techinsights/favicon.ico,favicon,TechInsights Inc. - The Semiconductor Information Platform,"The authoritative information platform for the semiconductor industry. Learn why TechInsights is the most trusted source of actionable, in-depth intelligence to the semiconductor industry.",200,ok,,openai
https://www.telegeography.com,https://www2.telegeography.com,TeleGeography,"TeleGeography is a leading telecommunications data provider that offers comprehensive, independent analysis of global telecom markets. Their platforms deliver actionable insights and research services tailored for telecom providers, global enterprises, and governments, enabling them to make informed decisions regarding planning, budgeting, and forecasting.",Technology,Telecommunications,https://www2.telegeography.com/hubfs/TeleGeography%20logo%20thumbnail.png,og,TeleGeography | Telecom Data,"TeleGeography is a telecommunications data provider delivering trusted, independent analysis.",200,ok,,openai
https://www.thomasnet.com,https://www.thomasnet.com,,,,,,none,,,403,fetch_failed,HTTP 403,openai
https://www.tomtom.com,https://www.tomtom.com,TomTom,"TomTom is a leading independent location, navigation, and map technology specialist that provides business solutions, APIs, and SDKs for various sectors including automotive, fleet management, and public authorities. Their services include real-time traffic data, navigation SDKs, and advanced mapping solutions designed to enhance mobility and operational efficiency for businesses and tech innovators.",Technology,Software,https://media.tomtom.com/f/178460/1200x630/92c518af35/og_tomtom-logo_1200x630px.jpg,og,TomTom — Maps and Location Technology,"TomTom Technology for a moving world. Meet the leading independent location, navigation and map technology specialist.",200,ok,,openai
https://www.trellahealth.com,https://www.trellahealth.com,Trella Health,"Trella Health provides AI-enabled intelligence and connected workflows that transform fragmented healthcare data into actionable insights. Their platform is designed for post-acute care providers and health systems, helping them improve care transitions, grow referrals, and enhance patient outcomes. With tools for market intelligence and workflow automation, Trella empowers organizations to make smarter decisions in a complex healthcare landscape.",Healthcare,Hospitals & Clinics,https://www.trellahealth.com/wp-content/uploads/2026/05/OG.jpg,og,Trella Health | Hospital Workflow & Post Acute Care Software,Trella Health turns fragmented healthcare data into intelligence that drives smarter growth and measurable patient results across post-acute care.,200,ok,,openai
https://www.trepp.com,https://www.trepp.com,Trepp,"Trepp is a leading provider of data, insights, and technology solutions tailored for the structured finance, commercial real estate, and banking markets. Founded in 1979, Trepp offers specialized analytics and information that help clients enhance operational efficiencies and investment performance. Their comprehensive data sets and market insights are designed for professionals in commercial real estate and finance.",Real Estate,Commercial,https://www.trepp.com/hubfs/offer-section-2-compressed.jpg,og,"Trepp | Trusted Provider of CRE, CMBS, CLO Data & Analytics","Trepp, founded in 1979, is a leading provider of data, insights, and technology solutions to the structured finance, commercial real estate, and banking markets.",200,ok,,openai
https://www.trendforce.com,https://www.trendforce.com,TrendForce,"TrendForce provides comprehensive market intelligence and consulting services focused on the hi-tech industry. Their offerings include detailed research reports, market bulletins, and industry analysis, which help businesses navigate global challenges and make informed decisions. They cater primarily to companies in technology sectors looking for insights on market trends and pricing dynamics.",Technology,Semiconductors,https://www.trendforce.com/images/trendforce_og_04.jpg,og,Global Market Intelligence & Consulting | TrendForce,"TrendForce offers hi-tech industry research reports, including market bulletins, industry analysis and price trends, helping businesses tackle global challenges",200,ok,,openai
https://www.truveta.com,https://www.truveta.com,Truveta,"Truveta provides real-time healthcare data and intelligence derived from over 130 million patients across U.S. health systems. Their services are designed for pharmaceutical companies, medical device manufacturers, and public health organizations, enabling them to conduct rigorous research and analytics to improve patient care and outcomes.",Healthcare,Pharmaceuticals,https://www.truveta.com/wp-content/uploads/2025/01/Truveta-home-featured-image-1.png,og,"Healthcare Data, Intelligence, and Evidence | Truveta",Turn real-world healthcare data into intelligence and evidence with real-time data from 130M+ patients across US health systems.,200,ok,,openai
https://www.census.gov,https://www.census.gov,U.S. Census Bureau,"The U.S. Census Bureau is the leading provider of quality data about the American people and economy. It conducts various surveys and programs that collect demographic, economic, and population data, which are essential for government programs, policies, and decision-making. This data is valuable for researchers, policymakers, and businesses seeking insights into the U.S. population and economic trends.",People,Demographics,https://www.census.gov/content/dam/Census/public/brand/census-logo-sharing-card.jpg,og,Census.gov | U.S. Census Bureau Homepage,The Census Bureau's mission is to serve as the nation's leading provider of quality data about its people and economy.,200,ok,,openai
https://www.woodmac.com,https://www.woodmac.com,Wood Mackenzie,"Wood Mackenzie provides data and analytics solutions focused on the global natural resources sector. Their services empower strategic decision-making for businesses in energy, metals, and mining through comprehensive insights, reports, and consulting. They cater to a wide range of clients, including corporations and investors looking for reliable market intelligence.",Business,Corporations,"https://www.woodmac.com/cdn-cgi/image/width=800,height=480,fit=cover,gravity=auto,quality=70/https://www.woodmac.com/globalassets/wm_ogimage.jpg",og,Wood Mackenzie | Data & analytics solutions,"Empower strategic decision-making in global natural resources with quality data, analysis and advice. Discover the latest insights and reports online.",200,ok,,openai
https://www.yardi.com,https://www.yardi.com,Yardi,"Yardi offers innovative property management software and services designed to streamline operations for real estate professionals. Their solutions cater to various markets, including multifamily, commercial, and affordable housing, helping businesses enhance efficiency and drive growth. With a focus on technology, Yardi empowers organizations to optimize every aspect of their property management processes.",Real Estate,Property Management,https://www.yardi.com/wp-content/uploads/sites/93/2025/04/Yardi.com_default_1200x1200.png,og,"Yardi: Real Estate Software Energized For Tomorrow, Today","Discover Yardi: real estate software energized for tomorrow, today. Join leading businesses worldwide who streamline operations, elevate efficiency, and power growth with innovative property management solutions tailored to every market.",200,ok,,openai
https://www.zillow.com,https://www.zillow.com,Zillow,"Zillow is a leading real estate marketplace that provides users with access to millions of for-sale and rental listings. It offers tools for home buyers, sellers, and renters, including mortgage calculators and Zestimate® home values. Zillow connects users with local real estate professionals and provides resources for managing rentals and home financing.",Real Estate,Residential,https://www.zillow.com/apple-touch-icon.png,favicon,"Zillow: Real Estate, Apartments, Mortgages & Home Values","The leading real estate marketplace. Search millions of for-sale and rental listings, compare Zestimate® home values and connect with local professionals.",200,ok,,openai
